,beds,baths,size,zip_code,price
438,3,2.0,1096.0,98117,9.124087591240876
439,3,4.5,3760.0,98199,2.6595744680851063
440,4,2.5,2720.0,98136,3.676470588235294
441,2,2.0,1510.0,98105,6.622516556291391
442,2,2.0,1350.0,98119,7.407407407407407
443,4,3.5,2980.0,98112,3.3557046979865772
444,2,2.0,1443.0,98168,6.93000693000693
445,2,2.0,1170.0,98115,8.547008547008547
446,5,2.0,2260.0,98117,4.424778761061947
447,3,2.0,1990.0,98146,5.025125628140704
448,2,1.5,1555.0,98122,6.430868167202572
449,3,2.0,2350.0,98122,4.25531914893617
450,2,1.0,1440.0,98125,6.944444444444445
451,1,1.0,627.0,98107,15.94896331738437
452,1,1.0,551.0,98121,18.148820326678766
453,2,1.0,770.0,98126,12.987012987012987
454,3,2.5,1570.0,98103,6.369426751592357
455,1,1.0,699.0,98199,14.30615164520744
456,3,3.0,2650.0,98105,3.7735849056603774
457,2,1.5,1070.0,98103,9.345794392523365
458,3,0.5,1941.0,98103,5.151983513652756
459,3,2.5,2030.0,98115,4.926108374384237
460,2,1.0,1620.0,98178,6.172839506172839
461,2,2.5,1400.0,98103,7.142857142857143
462,3,2.0,2354.0,98115,4.248088360237893
463,2,3.5,1155.0,98118,8.658008658008658
464,3,1.0,1340.0,98177,7.462686567164179
465,2,1.0,903.0,98146,11.074197120708748
466,3,1.5,1220.0,98103,8.19672131147541
467,2,1.0,1250.0,98118,8.0
468,2,2.0,1040.0,98133,9.615384615384615
469,2,1.0,1660.0,98109,6.024096385542169
470,1,1.0,744.0,98115,13.440860215053764
471,2,1.5,805.0,98107,12.422360248447205
472,3,1.0,1060.0,98117,9.433962264150944
473,5,3.5,3160.0,98112,3.1645569620253164
474,3,3.0,1120.0,98168,8.928571428571429
475,4,2.5,1881.0,98133,5.31632110579479
476,5,2.5,3460.0,98144,2.8901734104046244
477,1,1.0,376.0,98199,26.595744680851062
478,2,2.0,880.0,98126,11.363636363636363
479,1,1.0,794.0,98121,12.594458438287154
480,3,2.0,1340.0,98103,7.462686567164179
481,4,2.5,2560.0,98116,3.90625
482,4,2.0,2178.0,98133,4.591368227731864
483,2,1.0,1180.0,98122,8.474576271186441
484,4,3.5,3220.0,98199,3.1055900621118013
485,3,3.0,2070.0,98136,4.830917874396135
486,3,2.5,2131.0,98119,4.692632566870014
487,2,3.0,970.0,98102,10.309278350515465
488,6,3.5,2430.0,98108,4.11522633744856
489,3,2.5,1395.0,98116,7.168458781362007
490,3,2.5,1810.0,98125,5.524861878453039
491,2,1.0,904.0,98122,11.061946902654867
492,1,1.0,717.0,98109,13.94700139470014
493,5,3.0,2170.0,98178,4.608294930875576
494,4,3.0,3120.0,98144,3.2051282051282053
495,3,2.0,1870.0,98136,5.347593582887701
496,4,3.5,2285.0,98116,4.3763676148796495
497,3,2.5,2783.0,98199,3.5932446999640675
498,4,2.0,2540.0,98107,3.937007874015748
499,2,2.0,1734.0,98109,5.767012687427912
500,2,1.0,1010.0,98125,9.900990099009901
501,3,2.5,1420.0,98103,7.042253521126761
502,3,1.0,1410.0,98118,7.092198581560283
503,3,2.0,2320.0,98115,4.310344827586207
504,1,1.0,553.0,98103,18.083182640144667
505,3,2.0,1719.0,98103,5.817335660267598
506,4,2.0,2037.0,98119,4.909180166912126
507,1,1.0,954.0,98101,10.482180293501049
508,2,1.5,1370.0,98115,7.299270072992701
509,2,1.0,1480.0,98117,6.756756756756757
510,5,4.5,3636.0,98115,2.75027502750275
511,3,1.5,1780.0,98126,5.617977528089888
512,3,2.0,1094.0,98108,9.140767824497258
513,1,1.0,830.0,98103,12.048192771084338
514,2,2.0,834.0,98126,11.990407673860911
515,2,1.5,1035.0,98112,9.66183574879227
516,4,3.0,2790.0,98133,3.5842293906810037
517,2,2.0,859.0,98126,11.641443538998836
518,4,3.5,5690.0,98112,1.757469244288225
519,2,1.0,772.0,98103,12.953367875647668
520,3,1.0,1430.0,98168,6.993006993006993
521,3,2.5,1460.0,98106,6.8493150684931505
522,3,2.5,1386.0,98107,7.215007215007215
523,5,3.0,2310.0,98106,4.329004329004329
524,2,1.5,1340.0,98115,7.462686567164179
525,2,4.0,1291.0,98116,7.745933384972889
526,3,2.5,2320.0,98116,4.310344827586207
527,3,2.5,2150.0,98116,4.651162790697675
528,2,2.0,1885.0,98115,5.305039787798409
529,3,2.0,1425.0,98117,7.017543859649122
530,3,2.5,1810.0,98107,5.524861878453039
531,2,1.0,1280.0,98118,7.8125
532,3,3.0,1480.0,98117,6.756756756756757
533,3,3.0,2110.0,98177,4.739336492890995
534,2,1.0,1027.0,98115,9.737098344693282
535,1,1.0,808.0,98101,12.376237623762377
536,3,2.5,1569.0,98107,6.373486297004462
537,3,3.0,2247.0,98109,4.4503782821539835
538,3,1.0,1220.0,98107,8.19672131147541
539,2,1.0,1060.0,98103,9.433962264150944
540,4,2.0,1920.0,98118,5.208333333333333
541,1,1.0,804.0,98116,12.437810945273633
542,2,1.0,813.0,98116,12.300123001230013
543,4,1.5,1740.0,98146,5.747126436781609
544,3,1.5,2230.0,98117,4.484304932735426
545,4,2.5,2760.0,98178,3.6231884057971016
546,3,3.0,1660.0,98118,6.024096385542169
547,3,2.5,1360.0,98112,7.352941176470588
548,4,4.5,5200.0,98118,1.9230769230769231
549,3,2.5,1573.0,98107,6.357279084551812
550,1,1.0,700.0,98101,14.285714285714286
551,4,3.0,1700.0,98146,5.882352941176471
552,4,3.5,2560.0,98144,3.90625
553,3,2.0,1330.0,98122,7.518796992481203
554,4,2.0,2180.0,98115,4.587155963302752
555,3,2.0,1350.0,98103,7.407407407407407
556,2,1.5,1720.0,98144,5.813953488372093
557,4,3.5,3060.0,98136,3.2679738562091503
558,2,2.0,954.0,98133,10.482180293501049
559,2,2.5,1460.0,98106,6.8493150684931505
560,4,3.0,1540.0,98105,6.4935064935064934
561,1,1.0,709.0,98109,14.104372355430183
562,3,1.5,2560.0,98118,3.90625
563,1,1.0,534.0,98119,18.726591760299627
564,2,2.5,1440.0,98144,6.944444444444445
565,1,1.0,627.0,98121,15.94896331738437
566,3,2.5,1324.0,98126,7.552870090634441
567,2,2.0,1290.0,98125,7.751937984496124
568,1,1.0,748.0,98122,13.368983957219251
569,2,2.5,1830.0,98116,5.46448087431694
570,3,2.0,1660.0,98115,6.024096385542169
571,3,1.0,1964.0,98168,5.091649694501018
572,3,2.0,1460.0,98116,6.8493150684931505
573,1,1.0,683.0,98119,14.641288433382138
574,4,2.0,2060.0,98115,4.854368932038835
575,4,2.0,1160.0,98103,8.620689655172415
576,3,2.0,1540.0,98144,6.4935064935064934
577,1,1.0,529.0,98118,18.90359168241966
578,2,1.0,1860.0,98105,5.376344086021505
579,1,1.0,648.0,98115,15.432098765432098
580,5,4.0,4490.0,98122,2.2271714922048997
581,6,4.0,2310.0,98108,4.329004329004329
582,3,3.5,3130.0,98105,3.194888178913738
583,2,1.0,2110.0,98146,4.739336492890995
584,3,1.5,1590.0,98108,6.289308176100629
